id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
628,18,2,3,"When driving a tanker on a curve posted at 35 mph, what speed should you travel?",35 mph as posted,Well below 35 mph,40 mph to get through quickly,It depends on the weight of the cargo only,B,You should travel well below the posted 35 mph speed for the curve. Tankers can roll over at the posted curve speed because of their high center of gravity and the effects of liquid surge. Always reduce speed to well below posted limits before entering any curve.,tank-1-q28-when-driving-a-tanker-on-a-curve-posted-at-35-mph-what-speed,2026-02-14 23:56:04.15477+00
629,18,2,4,What is the danger of loading only the front compartment of a compartmented tanker?,The front compartment might leak,"It puts too much weight on the front axle, causing poor handling and possible steering problems",It increases fuel consumption slightly,There is no danger as long as the compartment is not overfilled,B,"Loading only the front compartment puts too much weight on the front axle and not enough on the rear axles. This uneven weight distribution causes poor handling, can make steering difficult, and may exceed front axle weight limits, creating a serious safety hazard.",tank-1-q29-what-is-the-danger-of-loading-only-the-front-compartment-of,2026-02-14 23:56:04.15477+00
630,18,2,5,What is a vapor recovery system on a tanker?,A system that cools the liquid to prevent evaporation,A system that captures fuel vapors during loading and unloading to prevent air pollution,A system that pressurizes the tank,A system that monitors tire pressure,B,A vapor recovery system captures fuel vapors that would otherwise escape into the atmosphere during loading and unloading operations. These systems are required at many facilities to reduce air pollution and prevent the release of volatile organic compounds.,tank-1-q30-what-is-a-vapor-recovery-system-on-a-tanker,2026-02-14 23:56:04.15477+00
631,18,2,6,What is the purpose of an emergency shutoff system on a tanker?,To shut down the engine in an emergency,"To quickly stop the flow of product in case of a leak, spill, or other emergency",To activate the emergency flashers,To lock the trailer brakes,B,"Emergency shutoff systems are designed to quickly stop the flow of product from the tank in case of a leak, spill, hose rupture, or other emergency during loading or unloading. Drivers must know the location and operation of all emergency shutoff controls.",tank-1-q31-what-is-the-purpose-of-an-emergency-shutoff-system-on-a-tank,2026-02-14 23:56:04.15477+00
632,18,2,7,What is bonding and grounding used for when working with flammable liquids?,To weigh the tank accurately,To prevent static electricity from creating a spark that could ignite flammable vapors,To keep the tank warm in cold weather,To test the purity of the liquid,B,"Bonding and grounding are used to prevent static electricity from creating a spark that could ignite flammable vapors. Bonding connects the tank to the receiving container to equalize electrical charge, while grounding connects equipment to the earth to discharge static buildup.",tank-1-q32-what-is-bonding-and-grounding-used-for-when-working-with-fla,2026-02-14 23:56:04.15477+00
633,18,2,8,When should bonding and grounding be performed?,After the product has been fully transferred,Before opening the valves or hatches and beginning product transfer,Only when it is raining,"Only when transferring gasoline, not other flammable liquids",B,"Bonding and grounding must be performed before opening any valves, hatches, or dome covers and before beginning the transfer of any flammable liquid. This ensures that any static charge is safely discharged before flammable vapors are exposed to potential sparks.",tank-1-q33-when-should-bonding-and-grounding-be-performed,2026-02-14 23:56:04.15477+00
634,18,2,9,Why is a full tank less susceptible to surge than a partially loaded one?,Full tanks have more baffles,"When a tank is full, there is very little room for the liquid to move",Full tanks are always pressurized,The liquid is heavier when the tank is full,B,"When a tank is completely full (with proper outage), there is very little room for the liquid to move. The liquid cannot build up momentum because it has nowhere to go. In a partially filled tank, the liquid has room to slosh and surge, creating more force against the tank walls.",tank-1-q34-why-is-a-full-tank-less-susceptible-to-surge-than-a-partiall,2026-02-14 23:56:04.15477+00
635,18,2,10,What should you do before making a lane change in a tanker?,Speed up quickly to pass other vehicles,"Check mirrors, signal early, and make the change slowly and smoothly","Brake hard, then change lanes quickly",Flash your headlights at other drivers,B,"Before making a lane change in a tanker, check your mirrors, signal early, and make the change slowly and smoothly. Abrupt steering movements cause side-to-side surge that can shift the center of gravity and increase the risk of a rollover.",tank-1-q35-what-should-you-do-before-making-a-lane-change-in-a-tanker,2026-02-14 23:56:04.15477+00
636,18,2,11,Why must tanker drivers increase their following distance?,Tankers are not allowed to travel in the right lane,Tankers need more stopping distance because of liquid surge and heavier weight,Tanker brakes are less effective than other truck brakes,It is not necessary to increase following distance in a tanker,B,"Tanker drivers must increase their following distance because tankers need more stopping distance. Liquid surge adds forward force when braking, and the heavy weight of the liquid increases overall stopping distance. Extra following distance gives the driver more time and space to stop safely.",tank-1-q36-why-must-tanker-drivers-increase-their-following-distance,2026-02-14 23:56:04.15477+00
637,18,2,12,How does liquid surge affect a vehicle going downhill?,It has no effect on downhill driving,The surge pushes the vehicle forward faster and makes it harder to control speed,It helps the vehicle slow down,It only affects the vehicle when going uphill,B,"When going downhill, liquid surge pushes the vehicle forward, adding to the force of gravity pulling the vehicle downhill. This makes it harder to control speed and increases stopping distance. Tanker drivers should use a lower gear and start downhill at a reduced speed.",tank-1-q37-how-does-liquid-surge-affect-a-vehicle-going-downhill,2026-02-14 23:56:04.15477+00
638,18,2,13,What is the best way to prevent rollover in a tanker?,Load the tank as full as possible at all times,"Drive slowly, especially on curves, ramps, and turns",Use the highest gear possible,Drive close to other vehicles for drafting,B,"The best way to prevent rollover is to drive slowly, especially on curves, highway on-ramps and off-ramps, and turns. The high center of gravity and liquid surge in tankers make them very susceptible to rollover. Reducing speed gives you more control and reduces the force of the surge.",tank-1-q38-what-is-the-best-way-to-prevent-rollover-in-a-tanker,2026-02-14 23:56:04.15477+00
639,18,2,14,What are the risks of hauling liquid in a smooth bore tank?,No risks beyond a normal trailer,"Maximum surge effect with no baffles to slow liquid movement, increasing stopping distance and rollover risk",The liquid freezes more easily,The tank is more likely to corrode,B,"Smooth bore tanks present the maximum surge effect because there are no internal baffles to reduce liquid movement. This means the liquid can build up strong forward-and-back and side-to-side surge forces, significantly increasing both stopping distance and rollover risk.",tank-1-q39-what-are-the-risks-of-hauling-liquid-in-a-smooth-bore-tank,2026-02-14 23:56:04.15477+00
